aktiv;orgform;fnr;fnavn;orgnr;virksomhet;virksomhet_kommunenr;virksomhet_kommune;vannforsyningssystem;mtid_vf;ir_orgform;vregnr;kommunenr;kommune;mtregion;mtavdeling;siste_insp;omraade;periode;vannprod;vannegetnett;vann_mottatt;max_vann_pers;max_vann_dogn;beredskap;beredsk_oppd;beredsk_ovelse;boliger;helseinst;skoler;nmindustri;hyttercamp;gardsbruk;fiskemottak;ant_fastboende;ant_personer_max;ant_husstander;ant_hytter;forbr_fast_bosetting;forbr_fritidsboliger;forbr_industri;forbr_tjytende;forbr_primnaering;forbr_annet;forbr_lekkasje
ja;STAT;972417823;Forsvarsdepartementet;993184292;Forsvarsbygg   Region Øst;3420;Elverum;Kittilbu Leir - Vannforsyning;Z1003110929364980117DFSHA;Privat AS, BA, lag, stiftelse, statlig etc;;3441;Gausdal;Region Øst;Avdeling Gudbrandsdal;;Kittilbu leir;2019;22.0;22.0;0.0;;;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;0;0;0;0;;;;;;;
ja;SA;970584242;Laksfjord Vannverk Sa;993983934;Laksfjord Vannverk Sa;5421;Senja;Laksfjord Vannverk;Z1003111216593771045QDCHX;Privat AS, BA, lag, stiftelse, statlig etc;193114;5421;Senja;Region Nord;Avdeling Troms og Svalbard;03.05.2017;;2019;10220.0;10220.0;0.0;0.0;0.0;ja;ja;nei;ja;nei;nei;nei;nei;nei;nei;75;75;23;0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
ja;FLI;977544319;Lunde Vasslag;993683124;Lunde Vasslag;4616;Tysnes;Lunde Vasslag;Z1003120928086471014GPISR;Kommunalt eid lag, stiftelse etc. (BA, DA, FLI, STI);122304;;;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;21.03.2019;Lundegrend i Tysnes kommune.;2019;52871.0;52871.0;0.0;450.0;365.0;ja;nei;ja;ja;nei;ja;ja;nei;ja;nei;900;900;350;40;60.0;20.0;2.0;0.0;14.0;2.0;2.0
ja;AS;966596996;Breimsbygda Skisenter As;872392602;Breimsbygda Skisenter As;4650;Gloppen;Breimsbygda Skisenter Og Breimsbygda I.L Fjellstove - Vassforsyning;Z1003151349458681075ISDMN;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Sør og Vest;Avdeling Nordfjord;20.02.2020;Breimsbygda fjellstove m fler;2015;60.0;60.0;0.0;0.0;0.0;ja;nei;nei;nei;nei;nei;ja;nei;nei;nei;0;70;0;0;;;;;;;
nei;DA;921415036;Ullsaker Da;979613717;Ullsaker Da;3448;Nordre Land;Ullsaker Gjestegård - Vannforsyning;Z1003151444592091017LXPFN;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Øst;Avdeling Mjøsområdet;;sqs;2013;280.0;280.0;;;;nei;ja;nei;ja;nei;nei;ja;nei;nei;nei;4;50;1;0;;;;;;;
ja;SA;970549528;Krogstad Vasslag Sa;993672742;Krogstad Vasslag Sa;5028;Melhus;Krogstad Vasslag;Z1003151645571301037DBWOI;Privat AS, BA, lag, stiftelse, statlig etc;165310;5028;Melhus;Region Midt;Avdeling Gauldal;17.04.2018;Krogstad;2019;6200.0;6200.0;0.0;100.0;100.0;nei;ja;nei;ja;nei;nei;nei;ja;ja;nei;122;122;44;2;90.0;5.0;0.0;1.0;2.0;1.0;1.0
ja;SA;970547630;Vauldalen Vannverk Sa;993672688;Vauldalen Vannverk Sa;5025;Røros;Vauldalen Vannverk Al V/Per Inge Skott;Z1003151655370981037ZOFTT;Privat AS, BA, lag, stiftelse, statlig etc;164006;5025;Røros;Region Midt;Avdeling Gauldal;03.09.2018;Vauldalen;2019;2700.0;2700.0;0.0;;;ja;ja;nei;ja;nei;nei;ja;ja;nei;nei;15;450;15;100;;;;;;;
nei;BEDR;;;894124342;Nesstrond Vassverk P/L V/V Jåsta;1231;Ullensvang herad - UTGÅTT KODE;Nesstrond Vassverk;Z1003160909147871094PKMTF;Privat AS, BA, lag, stiftelse, statlig etc;123104;4618;Ullensvang;Region Sør og Vest;Avdeling Hardanger og Sunnhordaland;18.06.2013;;2013;14016.0;14016.0;;;;ja;nei;nei;ja;nei;;nei;nei;ja;;160;250;72;3;;;;;;;
ja;SA;971505958;Konsvik Vannverk Sa;993675563;Konsvik Vannverk Sa;1834;Lurøy;Konsvik Vannverk;Z1003161627069573251VBVTR;Privat AS, BA, lag, stiftelse, statlig etc;183402;1834;Lurøy;Region Nord;Avdeling Helgeland;18.09.2019;Deler av KOnsvikosen;2019;10000.0;10000.0;0.0;150.0;5.0;ja;ja;nei;ja;ja;ja;ja;ja;ja;nei;125;125;55;40;65.0;5.0;0.0;0.0;15.0;10.0;5.0
ja;KOMM;958814968;Bykle Kommune;973830015;Vassverk Bykle;4222;Bykle;Bykle Vannverk;Z1003181319357511091CHZWO;Kommunal etat/enhet;94102;4222;Bykle;Region Sør og Vest;Avdeling Agder;12.09.2019;Bykle;2019;78504.0;78504.0;0.0;380.0;365.0;ja;nei;ja;ja;ja;ja;ja;ja;;nei;270;270;100;3;81.0;1.0;11.0;2.0;1.0;0.0;4.0
ja;KOMM;958814968;Bykle Kommune;993314269;Vassverk Hovden;4222;Bykle;Hovden Vannverk;Z1003181326148841091LYNGO;Kommunal etat/enhet;94101;4222;Bykle;Region Sør og Vest;Avdeling Agder;12.09.2019;Hovden;2019;433454.0;433454.0;0.0;580.0;365.0;ja;nei;ja;ja;ja;ja;ja;ja;nei;nei;520;10500;140;1600;35.0;40.0;1.0;1.0;0.0;1.0;22.0
ja;SA;970191313;Kvalvik Og Omegn Vannverk Sa;993668133;Kvalvik Og Omegn Vannverk Sa;5424;Lyngen;Kvalvik Og Omegn Vannverk A/L;Z1003181731409720123HAAQR;Privat AS, BA, lag, stiftelse, statlig etc;193802;5424;Lyngen;Region Nord;Avdeling Troms og Svalbard;02.11.2017;Oksvik, Kvalvik, Elvebakken, Ørnes, Pollen, Sandvik;2019;131400.0;131400.0;0.0;;;ja;ja;nei;ja;nei;ja;nei;nei;ja;nei;390;390;161;58;65.0;25.0;0.0;0.0;5.0;5.0;0.0
ja;FLI;995176149;Rogne Vassverk;922685487;Rogne Vassverk;1507;Ålesund;Rogne Vassverk;Z1003191115172661026ZPAWU;Privat AS, BA, lag, stiftelse, statlig etc;153412;1507;Ålesund;Region Midt;Avdeling Sunnmøre;03.05.2012;Rogne og Nogva;2019;6500.0;6500.0;0.0;120.0;30.0;ja;ja;nei;ja;nei;nei;nei;nei;ja;nei;50;80;25;15;40.0;3.0;0.0;0.0;54.0;0.0;3.0
ja;SA;981201051;Drangsholt Vannverk Sa;994129457;Drangsholt Vannverk Sa;4204;Kristiansand;Drangsholt Vannverk;Z1003191231525611084AFMQJ;Privat AS, BA, lag, stiftelse, statlig etc;100102;4204;Kristiansand;Region Sør og Vest;Avdeling Agder;11.10.2019;Drangsholt, Grødum og Foss ;2019;16343.0;16343.0;0.0;0.0;;ja;nei;nei;ja;nei;nei;nei;nei;ja;nei;300;300;107;0;93.0;0.0;0.0;0.0;0.0;1.0;6.0
ja;SA;970188673;Veldemelen Vasslag Sa;993668117;Veldemelen Vasslag Sa;5006;Steinkjer;Veldemelen Vannverk V/ Linn Mari Forfod;Z1003221328274141039YRCNB;Privat AS, BA, lag, stiftelse, statlig etc;170207;5006;Steinkjer;Region Midt;Avdeling Innherred og Fosen;14.08.2018;Vellamelen;2019;32000.0;25000.0;0.0;500.0;365.0;ja;ja;nei;ja;nei;nei;nei;nei;ja;nei;370;370;144;0;70.0;0.0;0.0;4.0;21.0;0.0;5.0
ja;SA;970203850;Onarheim Vassverk Sa;993668265;Onarheim Vassverk Sa;4616;Tysnes;Onarheim Vassverk;Z1003241441427111077IMAKM;Privat AS, BA, lag, stiftelse, statlig etc;122303;4616;Tysnes;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;05.12.2018;Nymark,Tveit, Aarbakka, Onarheim,Nyborg,Skaton;2019;98383.0;98383.0;0.0;0.0;0.0;ja;nei;nei;ja;nei;ja;ja;ja;ja;nei;600;950;290;80;38.0;10.0;6.0;2.0;15.0;7.0;22.0
nei;FLI;971494794;Ålgård Baptistmenighet;973633090;Grubeli Rehabeliterings-Senter;4228;Sirdal;Grubeli Rehabiliteringssenter - Vannforsyning;Z1003261331355950139XJTJW;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Sør og Vest;Avdeling Sør-Rogaland, Sirdal og Flekkefjord;19.08.2011;Institusjon, Bjørnestad i Sirdal;2014;1670.0;1670.0;0.0;0.0;0.0;ja;nei;nei;nei;ja;nei;nei;ja;nei;nei;40;40;0;0;;;;;;;
ja;SA;977244900;Sandebygda Vassverk Sa;893682392;Sandebygda Vassverk Sa;4635;Gulen;Sandebygda Vassverk;Z1003301128493000114IEGOU;Privat AS, BA, lag, stiftelse, statlig etc;141105;4635;Gulen;Region Sør og Vest;Avdeling Bergen og omland;24.10.2014;Sande i Gulen Kommune;2019;10100.0;10100.0;0.0;96.0;365.0;ja;ja;ja;ja;nei;nei;nei;ja;ja;nei;50;60;24;12;81.2;jan.43;0.0;0.0;16.38;0.0;0.99
ja;AS;888839372;Bualie Vann-Og Avløp As;988874736;Bualie Vann-Og Avløp As;3041;Gol;Bualie Vassverk;Z1003311024427300117NIUNP;Privat AS, BA, lag, stiftelse, statlig etc;61704;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;19.06.2018;Bualie og Ørterstølen;2019;4947.0;4947.0;576.0;0.0;0.0;ja;ja;ja;nei;nei;nei;ja;ja;nei;nei;0;700;0;143;;;;;;;
ja;BA;870187912;Eid Og Korsvegen Vassverk;971864192;Eid Og Korsvegen Vassverk;5028;Melhus;Eid Og Korsvegen Vannverk V/Harald Lilleberg;Z1004062041257351035ECRDO;Privat AS, BA, lag, stiftelse, statlig etc;165301;5028;Melhus;Region Midt;Avdeling Gauldal;17.09.2019;Korsvegen;2019;57779.0;57779.0;0.0;0.0;0.0;ja;nei;nei;ja;ja;ja;nei;ja;ja;nei;900;900;350;12;70.0;10.0;0.0;14.0;5.0;0.0;1.0
ja;SA;970230912;Garåa Vassverk Sa;994123866;Garåa Vassverk Sa;5021;Oppdal;Garåa Vannverk;Z1004070920128881026QAVNW;Privat AS, BA, lag, stiftelse, statlig etc;163414;5021;Oppdal;Region Midt;Avdeling Gauldal;18.11.2019;Området rundt elva/bekken Garåa i Oppdal kommune;2019;20151.0;20151.0;0.0;200.0;10.0;ja;ja;nei;ja;nei;ja;ja;ja;ja;nei;100;500;22;10;15.0;10.0;0.0;20.0;50.0;5.0;0.0
ja;SA;970187324;Stadsbygd Vassverk Sa;912685640;Stadsbygd Vassverk Sa;5054;Indre Fosen;Stadsbygd Vassverk Al;Z1004071113092511026SCVNT;Privat AS, BA, lag, stiftelse, statlig etc;162404;5054;Indre Fosen;Region Midt;Avdeling Innherred og Fosen;26.06.2018;Stadsbygd;2019;292600.0;292600.0;0.0;1200.0;5.0;ja;ja;ja;ja;ja;ja;ja;nei;ja;ja;1200;1250;500;50;55.0;3.0;7.0;7.0;7.0;1.0;20.0
ja;SA;;;990189412;Lorgen Vannverk Sa;1507;Ålesund;Lorgen Vannverk Sa;Z1004071429397401022UIXIZ;Privat AS, BA, lag, stiftelse, statlig etc;150407;1507;Ålesund;Region Midt;Avdeling Sunnmøre;18.03.2013;Lorgja;2019;1400.0;1400.0;0.0;0.0;0.0;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;62;70;25;4;96.0;4.0;0.0;0.0;0.0;0.0;0.0
ja;BA;982150000;Gyllråa Vassverk Ba;893695842;Gyllråa Vassverk Ba;5028;Melhus;Gyllråa Vannverk V/Per Morten Engan;Z1004071539231441026UIJNU;Privat AS, BA, lag, stiftelse, statlig etc;165315;5028;Melhus;Region Midt;Avdeling Gauldal;20.02.2019;Hage, Gyløien, Gylland, Vollan, Foss;2019;10512.0;10512.0;0.0;180.0;365.0;ja;nei;ja;ja;nei;ja;nei;ja;ja;nei;165;186;55;2;72.0;2.0;0.0;0.0;12.0;12.0;2.0
ja;AS;968801333;Oset Høyfjellshotell As;874097942;Oset Høyfjellshotell As;3041;Gol;Oset Høyfjellshotell;Z1004121138294103252HEOTL;Privat AS, BA, lag, stiftelse, statlig etc;;3041;Gol;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;14.02.2018;Oset Høyfjellshotell og Vesle Skaugum;2019;8000.0;8000.0;8000.0;220.0;365.0;ja;ja;ja;ja;nei;nei;ja;ja;nei;nei;20;350;2;2;;;;;;;
ja;SA;971073004;Utvorda Vassverk Sa;993984035;Utvorda Vassverk Sa;5049;Flatanger;Utvorda Vannverk;Z1004131110152371069IOJJU;Kommunal etat/enhet;174901;5007;Namsos;Region Midt;Avdeling Namdal;05.04.2019;Utvorda og omegn;2019;19500.0;19500.0;0.0;80.0;1.0;ja;ja;ja;ja;nei;ja;ja;nei;ja;nei;100;150;50;50;30.0;25.0;5.0;10.0;20.0;5.0;5.0
ja;AS;988810037;Høgevarde As;988839647;Høgevarde As;3039;Flå;Fjellseterhaugen, Hv3;Z1004141159279233251AFULW;Privat AS, BA, lag, stiftelse, statlig etc;61505;3039;Flå;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;27.06.2019;Fjelleseterhaugen;2019;6300.0;6300.0;0.0;0.0;0.0;ja;ja;nei;nei;nei;nei;ja;ja;nei;nei;0;600;0;125;;;;;;;
ja;AS;988810037;Høgevarde As;988839647;Høgevarde As;3039;Flå;Vardefjell, Hv 4-9;Z1004141213349643251SCZND;Privat AS, BA, lag, stiftelse, statlig etc;61506;3039;Flå;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;27.06.2019;Vardefjell;2019;6400.0;6400.0;0.0;0.0;;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;0;1500;0;300;;;;;;;
ja;AS;988810037;Høgevarde As;988839647;Høgevarde As;3039;Flå;Brennåsen Nedre;Z1004141222172963251UFNKU;Privat AS, BA, lag, stiftelse, statlig etc;61507;3039;Flå;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;27.06.2019;Brennåsen nedre;2019;1050.0;1050.0;0.0;0.0;0.0;ja;ja;nei;nei;nei;nei;ja;ja;nei;nei;0;100;0;31;;;;;;;
ja;AS;988810037;Høgevarde As;988839647;Høgevarde As;3039;Flå;Brennåsen Øvre;Z1004141235597683251FCHCA;Privat AS, BA, lag, stiftelse, statlig etc;61508;3039;Flå;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;27.06.2019;Brennåsen øvre;2019;1100.0;1100.0;0.0;0.0;0.0;ja;ja;nei;nei;nei;nei;nei;ja;nei;nei;0;100;0;20;;;;;;;
nei;KOMM;959412340;Tysnes Kommune;993668206;Uggdal Vasslag Sa;4616;Tysnes;Uggdal Vasslag Sa;Z1004152017004983251VMENX;Kommunal etat/enhet;122302;4616;Tysnes;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;26.01.2018;Neshamn, Høviskeland, Søreide,Uggdal, Myklestad, Reiso ;2019;71910.0;71910.0;0.0;0.0;0.0;nei;nei;nei;ja;ja;ja;ja;ja;ja;nei;385;645;170;92;33.0;14.0;5.0;13.0;8.0;5.0;22.0
ja;BA;995332582;Østigård Og Næverrøsten Vannverk Ba;995386755;Østigård Og Næverrøsten Vannverk Ba;3427;Tynset;Østigård Og Næverrøsten Vannverk Ba;Z1004181244183573252OAKMF;Privat AS, BA, lag, stiftelse, statlig etc;43705;3427;Tynset;Region Øst;Avdeling Glåmdal og Østerdal;;Næverrøsta-Bygda- Østigård;2019;9800.0;9800.0;0.0;95.0;365.0;ja;ja;nei;ja;nei;nei;nei;nei;ja;nei;95;101;31;2;72.0;3.0;0.0;0.0;23.0;0.0;2.0
nei;BEDR;;;987750936;Fet Kommune Kommunalteknikk;227;Fet - UTGÅTT KODE;Fet Kommunale Vannverk;Z1004191403325711010PYGRI;Interkommunalt selskap (IKS);22702;3030;Lillestrøm;Region Stor-Oslo;Avdeling Romerike;13.09.2018;Store deler av Fet kommune;2018;0.0;846086.0;846086.0;200.0;365.0;ja;ja;nei;ja;ja;ja;ja;nei;ja;nei;9635;9635;4351;22;66.0;2.0;3.0;2.0;2.0;1.0;24.0
ja;AS;989166883;Mjøsli As;998117682;Mjøsli As;3024;Bærum;Vannforsyningssystem;Z1004191442239673252LQALO;Privat AS, BA, lag, stiftelse, statlig etc;;3413;Stange;Region Øst;Avdeling Mjøsområdet;30.04.2019;Mjøsli Hytter og Naturpark, Stange;2019;1329.0;1329.0;0.0;0.0;0.0;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;0;200;0;40;;;;;;;
ja;AS;988491799;Nipeto Vann- Og Avløpsselskap As;988533882;Nipeto Vann- Og Avløpsselskap As;3050;Flesberg;Nipeto Vannverk;Z1004202314110553251IKLVM;Privat AS, BA, lag, stiftelse, statlig etc;63109;3050;Flesberg;Region Øst;Avdeling Søndre Buskerud;12.06.2019;Nipeto hyttefelt, gnr 141 bnr 1,  del av gnr 140  bnr 1, 2 og 9;2019;800.0;800.0;0.0;;;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;0;100;0;43;;;;;;;
ja;SA;995285002;Helland Vannverk Sa;919664584;Helland Vannverk Sa;301;Oslo kommune;Helland Øst Vannforsyning;Z1004211455530793251AJQRE;Privat AS, BA, lag, stiftelse, statlig etc;71613;3803;Tønsberg;Region Øst;Avdeling Vestfold;02.07.2019;Hyttefelt på Helland i Re kommune;2019;6000.0;6000.0;0.0;0.0;0.0;ja;nei;nei;ja;nei;nei;nei;nei;nei;nei;0;250;0;55;;;;;;;
ja;ENK;970343873;Sjong Traktorservice Thor Sjong;973238728;Sjong Traktorservice Thor Sjong;3040;Nes (Busk.);Sjong Camping;Z1004230939426023252ZIWUR;Privat AS, BA, lag, stiftelse, statlig etc;;3040;Nes (Busk.);Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;20.04.2017;Sjong camping;2016;1000.0;1000.0;0.0;;;ja;nei;nei;ja;nei;nei;ja;ja;nei;nei;3;49;2;81;;;;;;;
ja;SA;918909214;Gva Drift Sa;919152427;Gva Drift Sa;301;Oslo kommune;Gyltåsen - Vannforsyning;Z1004231111179030136YIPZE;Privat AS, BA, lag, stiftelse, statlig etc;21514;;;Region Stor-Oslo;Avdeling Østfold og Follo;21.06.2011;Øvre Gyltåsen hyttegrend;2014;2142.0;2142.0;0.0;0.0;;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;0;200;0;200;;;;;;;
ja;FLI;940698332;Den Norske Turistforening Oslo Og Omegn;973250671;Dnt Oslo Og Omegn;301;Oslo kommune;Geiteryggen Turisthytte;Z1004271126334863251ZUHHR;Privat AS, BA, lag, stiftelse, statlig etc;;3044;Hol;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;29.08.2017;Geiteryggen Turisthytte;2019;703.0;703.0;0.0;;;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;0;50;0;1;;;;;;;
nei;AS;982416655;Nord Norsk Sjøsportsenter Eiendom As;993986550;Nord Norsk Sjøsportsenter Eiendom As;1804;Bodø;Nord Norsk Sjøsportsenter Vannverk;Z1004301506289061011CXESC;;;;;Region Nord;Avdeling Salten;03.05.2013;Naurstad Fiskecamp;2012;5300.0;5300.0;0.0;;;ja;nei;nei;ja;nei;nei;ja;nei;nei;nei;0;0;0;26;;;;;;;
ja;ENK;969134810;Joar Berdal;973640011;Berdahl Joar;5059;Orkland;Skjærbugen Camping Vannforsyning;Z1005031807251470138FXWDM;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Midt;Avdeling Trondheim og omland;24.08.2017;Skjærbugen camping;2018;500.0;500.0;0.0;;;ja;ja;nei;ja;nei;nei;nei;ja;nei;nei;3;100;1;0;;;;;;;
ja;KOMM;944889116;Hol Kommune;976667220;Hol Kommune Driftsavdelingen;3044;Hol;Dagali Barnehage;Z1005041410518711021BBMPH;Kommunal etat/enhet;;3044;Hol;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;21.05.2015;Dagali barnehage;2016;150.0;150.0;0.0;;;ja;ja;ja;nei;nei;ja;nei;nei;nei;nei;0;20;0;0;;;;;;;
ja;BA;979438907;Oppdalsøyra Og Kjelby Vassverk Ba;993684929;Oppdalsøyra Og Kjelby Vassverk Ba;4635;Gulen;Oppdalsøyra Og Kjelby Vassverk;Z1005051342190871077PTVNP;Privat AS, BA, lag, stiftelse, statlig etc;141106;4635;Gulen;Region Sør og Vest;Avdeling Bergen og omland;12.03.2013;Oppdalsøyra og Kjelby i Gulen;2014;15700.0;15700.0;;;;ja;ja;ja;ja;nei;nei;nei;nei;ja;nei;30;53;16;16;;;;;;;
nei;FLI;;;981942272;Lieseter Hyttegrend;301;Oslo kommune;Lieseter Hyttegrend - Brønn 2 (Nedre);Z1005100843423320138YENYS;;;3441;Gausdal;Region Øst;Avdeling Gudbrandsdal;;Lieseter;2010;689.0;689.0;0.0;;;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;0;128;0;32;;;;;;;
nei;BEDR;;;994123769;Syre Vannverk;1149;Karmøy;Syre Vannverk;Z1005190900061061094UPJZM;;114903;1149;Karmøy;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;30.10.2013;Syre;2012;43900.0;43900.0;;;;ja;ja;ja;ja;nei;nei;nei;nei;ja;nei;300;300;120;13;90.0;6.0;;;2.0;;2.0
nei;BEDR;;;999392814;Arthur Kjetil Sandvik;1133;Hjelmeland;Jan Atle Skår Vannforsyningssystem;Z1005191022191561027YDICO;;113307;;;Region Sør og Vest;Avdeling Sør-Rogaland, Sirdal og Flekkefjord;01.09.2011;;2011;500.0;500.0;;;;nei;nei;nei;ja;nei;nei;nei;ja;ja;nei;5;70;3;25;;;;;;;
ja;STAT;972417858;Kommunal- Og Moderniseringsdepartementet;994970003;Statsbygg Sør Bastøy Fengsel;3801;Horten;Bastøy Vannforsyning;Z1005191044230681099FGVWM;Privat AS, BA, lag, stiftelse, statlig etc;;3801;Horten;Region Øst;Avdeling Vestfold;30.08.2017;Bastøy fengsel;2019;18076.0;18076.0;0.0;125.0;365.0;ja;ja;ja;ja;ja;nei;ja;ja;ja;nei;150;150;20;0;70.0;0.0;0.0;0.0;10.0;0.0;20.0
ja;ENK;993368164;Hove Camping V/Erlend Klefstad;993472506;Hove Camping V/Erlend Klefstad;5029;Skaun;Hove Vannverk;Z1005191513015941011EICLF;Privat AS, BA, lag, stiftelse, statlig etc;165709;5029;Skaun;Region Midt;Avdeling Trondheim og omland;15.05.2019;Hove;2019;6500.0;6500.0;0.0;0.0;0.0;ja;ja;nei;ja;nei;nei;nei;ja;nei;nei;25;100;5;40;;;;;;;
ja;ENK;994431889;Kristian Sørlund;979524331;Høgkjølen Fjellcamp Og The Norway Way;5059;Orkland;Høgkjølen Vannverk;Z1005192010447791011UGENO;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Midt;Avdeling Trondheim og omland;08.08.2018;Høgkjølen Fjellcamp;2018;782.0;782.0;0.0;0.0;0.0;ja;ja;ja;ja;nei;nei;nei;ja;nei;nei;4;400;1;1;;;;;;;
ja;KOMM;872418032;Rana Kommune;976834542;Rana Kommune Adm. Tekniske Tjenester;1833;Rana;Mo Vannverk;Z1005250940337333252CMXCH;Kommunal etat/enhet;183301;;;Region Nord;Avdeling Helgeland;13.11.2019;Sentrum;2019;3689430.0;3689430.0;0.0;19600.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;19600;22000;8900;2;34.45;0.05;6.0;2.0;0.1;02.apr;55.0
ja;FLI;;;995115484;Solbergstrand Vannforsyning;3030;Lillestrøm;Solbergstrand Vannforsyning;Z1005261028153811026LBXXH;;;3022;Frogn;Region Stor-Oslo;Avdeling Østfold og Follo;07.06.2013;Solbergstrand Vel;2012;100.0;100.0;0.0;;;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;0;200;0;81;;;;;;;
nei;ENK;970393617;Sunde Vilhelm;999009395;Sunde Vilhelm;4651;Stryn;Oldevatn Camping Vassforsyning;Z1005301716285500121SXTNT;;;;;Region Sør og Vest;Avdeling Nordfjord;12.07.2011;Oldevatn camping;2010;300.0;300.0;;;;nei;nei;nei;nei;nei;nei;ja;ja;nei;nei;0;100;0;7;;;;;;;
nei;BEDR;;;999501249;Stryn Sommerski As;1449;Stryn - UTGÅTT KODE;Stryn Sommerski As - Vassforsyning;Z1006010910041690122SKUNE;;;;;Region Sør og Vest;Avdeling Nordfjord;28.05.2010;;2011;100.0;100.0;;;;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;0;200;0;0;;;;;;;
ja;SA;970555765;Sævareid Vassverk Sa;993672874;Sævareid Vassverk Sa;4624;Bjørnafjorden;Sævareid Vassverk;Z1006020758105721087CGMIO;Kommunal etat/enhet;124102;4624;Bjørnafjorden;Region Sør og Vest;Avdeling Bergen og omland;19.06.2019;Sævareid i Fusa kommune.;2019;0.0;0.0;64000.0;0.0;0.0;ja;ja;nei;ja;nei;nei;ja;ja;ja;nei;360;360;87;80;55.0;30.0;2.0;3.0;0.0;0.0;10.0
ja;AS;995403978;Ørsnes Vassverk As;895439762;Ørsnes Vassverk As;1865;Vågan;Ørsnes Vassverk A/S;Z1006031521096843251QXLLZ;Privat AS, BA, lag, stiftelse, statlig etc;186511;1865;Vågan;Region Nord;Avdeling Midtre Hålogaland;19.02.2020;Ørsnes, Ørsvåg, Hopen;2019;100010.0;100010.0;0.0;;;ja;ja;ja;ja;nei;ja;ja;nei;ja;ja;500;700;177;10;77.0;2.0;18.0;0.0;1.0;1.0;1.0
ja;ENK;969207109;Joval Reidar;973869507;Joval Reidar;3013;Marker;Joval Camping - Drikkevannsforsyning;Z1006041227451451081RMFQL;Privat AS, BA, lag, stiftelse, statlig etc;;3013;Marker;Region Stor-Oslo;Avdeling Østfold og Follo;20.08.2014;;2017;2.0;2.0;0.0;0.0;0.0;;nei;nei;ja;nei;nei;nei;ja;ja;;5;100;1;50;;;;;;;
nei;FLI;;;992517166;Mortveit Hyttefelt Velforening;4611;Etne;Mortveit Hyttefelt;Z1006081501526761038UVOEM;Privat AS, BA, lag, stiftelse, statlig etc;121108;;;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;03.10.2013;Mortveit Hyttefelt;2014;1600.0;1600.0;;;;ja;ja;ja;ja;nei;nei;nei;ja;nei;nei;12;80;4;26;;;;;;;
ja;;;;;Bakke Camping, Vannforsyningssystem;3001;Halden;Bakke Camping, Vannforsyningssystem;Z1006100946259833252JIFAH;Privat AS, BA, lag, stiftelse, statlig etc;;3001;Halden;Region Stor-Oslo;Avdeling Østfold og Follo;11.05.2018;Bakke ,Halden kommune;2019;509.0;509.0;0.0;62.0;60.0;ja;ja;ja;;;;;ja;;;0;150;0;62;;;;;;;
ja;AS;918110127;Conocophillips Skandinavia As;872450912;Conocophillips Skandinavia As;1124;Sola;Conoco Phillips Internt Fordelingsnett Base Tananger;Z1006121814480281046BTXDJ;Kommunal etat/enhet;;;;Region Sør og Vest;Avdeling Sør-Rogaland, Sirdal og Flekkefjord;;Base Tananger;2019;225801.0;225801.0;225801.0;;;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;0;300;0;0;;;;;;;
nei;AS;;;989050915;Vassfarfjellet Hytteutvikling As;615;Flå - UTGÅTT KODE;H22 Vannverket;Z1006161322463351029KDKZW;;61509;3039;Flå;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;07.10.2013;H22;2012;1000.0;1000.0;0.0;;;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;0;150;0;45;;;;;;;
